name,Address 1,Address 2,"City, State Zip",googleMapsUrl,state,postal,source,source_date,address,lat,lng,county,FIPS,FIPS County,FIPS State,County,State,Postal,CensusDivision
"CARECENTER PHARMACY, L.L.C.","2775 SANDERS RD., STE C1",,"NORTHBROOK, IL 60062",http://maps.google.com/maps?q=CARECENTER%20PHARMACY%20LLC%2C2775%20SANDERS%20RD.%2C%20STE%20C1%2C+NORTHBROOK%2C+IL+60062,IL,60062,DEA,Oct2018,"2775 SANDERS RD., STE C1, NORTHBROOK, IL 60062",42.108593,-87.87641,Cook,17031,31,17,Cook,Illinois,IL,East North Central
DOUGLAS & OGDEN MED CTR PHAR,DBA DOUGLAS-MAIN PHARMACY,5207 MAIN ST STE#102,"DOWNERS GROVE, IL 60515",http://maps.google.com/maps?q=DOUGLAS%20%20OGDEN%20MED%20CTR%20PHAR%2CDBA%20DOUGLAS-MAIN%20PHARMACY%2C+DOWNERS%20GROVE%2C+IL+60515,IL,60515,DEA,Oct2018,"DBA DOUGLAS-MAIN PHARMACY, 5207 MAIN ST STE#102, DOWNERS GROVE, IL 60515",41.7927523,-88.0097704,DuPage,17043,43,17,DuPage,Illinois,IL,East North Central
EDWARD HOSPITAL,801 SOUTH WASHINGTON ST.,,"NAPERVILLE, IL 60540",http://maps.google.com/maps?q=EDWARD%20HOSPITAL%2C801%20SOUTH%20WASHINGTON%20ST.%2C+NAPERVILLE%2C+IL+60540,IL,60540,DEA,Oct2018,"801 SOUTH WASHINGTON ST., NAPERVILLE, IL 60540",41.7600377,-88.1526392147,DuPage,17043,43,17,DuPage,Illinois,IL,East North Central
ELMHURST MEMORIAL HOSPITAL,155 EAST BRUSH HILL ROAD,RM. DL 380,"ELMHURST, IL 60126",http://maps.google.com/maps?q=ELMHURST%20MEMORIAL%20HOSPITAL%2C155%20EAST%20BRUSH%20HILL%20ROAD%2C+ELMHURST%2C+IL+60126,IL,60126,DEA,Oct2018,"155 EAST BRUSH HILL ROAD, RM. DL 380, ELMHURST, IL 60126",41.8638659,-87.9376918,DuPage,17043,43,17,DuPage,Illinois,IL,East North Central
"FARLAND PHARMACY, INC.",2 NORTH CASS AVE,,"WESTMONT, IL 60559",http://maps.google.com/maps?q=FARLAND%20PHARMACY%20INC%2C2%20NORTH%20CASS%20AVE%2C+WESTMONT%2C+IL+60559,IL,60559,DEA,Oct2018,"2 NORTH CASS AVE, WESTMONT, IL 60559",41.795895,-87.97536,DuPage,17043,43,17,DuPage,Illinois,IL,East North Central
"FORUM EXTENDED CARE SERVICES II, INC.",4201 W VICTORIA ST,,"CHICAGO, IL 60646",http://maps.google.com/maps?q=FORUM%20EXTENDED%20CARE%20SERVICES%20II%20INC%2C4201%20W%20VICTORIA%20ST%2C+CHICAGO%2C+IL+60646,IL,60646,DEA,Oct2018,"4201 W VICTORIA ST, CHICAGO, IL 60646",41.984878,-87.732744,Cook,17031,31,17,Cook,Illinois,IL,East North Central
FRANCISCAN HEALTH MICHIGAN CITY,301 W HOMER,,"MICHIGAN CITY, IN 46360",http://maps.google.com/maps?q=FRANCISCAN%20HEALTH%20MICHIGAN%20CITY%2C301%20W%20HOMER%2C+MICHIGAN%20CITY%2C+IN+46360,IN,46360,DEA,Oct2018,"301 W HOMER, MICHIGAN CITY, IN 46360",41.70647,-86.89897,LaPorte,18091,91,18,LaPorte,Indiana,IN,East North Central
"HIGHLAND PARK CVS, L.L.C.",110 W. NORTH AVE.,,"ELMHURST, IL 60126",http://maps.google.com/maps?q=HIGHLAND%20PARK%20CVS%20LLC%2C110%20W.%20NORTH%20AVE.%2C+ELMHURST%2C+IL+60126,IL,60126,DEA,Oct2018,"110 W. NORTH AVE., ELMHURST, IL 60126",41.9020578519,-87.9593145185,DuPage,17043,43,17,DuPage,Illinois,IL,East North Central
"HIGHLAND PARK CVS, L.L.C.",1305 RANDALL RD.,,"CRYSTAL LAKE, IL 60014",http://maps.google.com/maps?q=HIGHLAND%20PARK%20CVS%20LLC%2C1305%20RANDALL%20RD.%2C+CRYSTAL%20LAKE%2C+IL+60014,IL,60014,DEA,Oct2018,"1305 RANDALL RD., CRYSTAL LAKE, IL 60014",42.2051337,-88.3378774,McHenry,17111,111,17,McHenry,Illinois,IL,East North Central
"HIGHLAND PARK CVS, L.L.C.",14290 SOUTH LA GRANGE RD.,,"ORLAND PARK, IL 60462",http://maps.google.com/maps?q=HIGHLAND%20PARK%20CVS%20LLC%2C14290%20SOUTH%20LA%20GRANGE%20RD.%2C+ORLAND%20PARK%2C+IL+60462,IL,60462,DEA,Oct2018,"14290 SOUTH LA GRANGE RD., ORLAND PARK, IL 60462",41.6310374,-87.8548041,Cook,17031,31,17,Cook,Illinois,IL,East North Central
"HIGHLAND PARK CVS, L.L.C.",1500 LINCOLN HWY.,,"ST CHARLES, IL 60174",http://maps.google.com/maps?q=HIGHLAND%20PARK%20CVS%20LLC%2C1500%20LINCOLN%20HWY.%2C+ST%20CHARLES%2C+IL+60174,IL,60174,DEA,Oct2018,"1500 LINCOLN HWY., ST CHARLES, IL 60174",41.8981262234,-88.3318876177,Kane,17089,89,17,Kane,Illinois,IL,East North Central
"HIGHLAND PARK CVS, L.L.C.",1539 CLAVEY RD.,,"HIGHLAND PARK, IL 60035",http://maps.google.com/maps?q=HIGHLAND%20PARK%20CVS%20LLC%2C1539%20CLAVEY%20RD.%2C+HIGHLAND%20PARK%2C+IL+60035,IL,60035,DEA,Oct2018,"1539 CLAVEY RD., HIGHLAND PARK, IL 60035",42.1602425,-87.8078401,Lake,17097,97,17,Lake,Illinois,IL,East North Central
"HIGHLAND PARK CVS, L.L.C.",177 WEST VIRGINIA STREET,,"CRYSTAL LAKE, IL 60014",http://maps.google.com/maps?q=HIGHLAND%20PARK%20CVS%20LLC%2C177%20WEST%20VIRGINIA%20STREET%2C+CRYSTAL%20LAKE%2C+IL+60014,IL,60014,DEA,Oct2018,"177 WEST VIRGINIA STREET, CRYSTAL LAKE, IL 60014",42.2270446524,-88.3282762912,McHenry,17111,111,17,McHenry,Illinois,IL,East North Central
"HIGHLAND PARK CVS, L.L.C.",225 WEST COURT ST,,"KANKAKEE, IL 60901",http://maps.google.com/maps?q=HIGHLAND%20PARK%20CVS%20LLC%2C225%20WEST%20COURT%20ST%2C+KANKAKEE%2C+IL+60901,IL,60901,DEA,Oct2018,"225 WEST COURT ST, KANKAKEE, IL 60901",41.1208384082,-87.8679449184,Kankakee,17091,91,17,Kankakee,Illinois,IL,East North Central
"HIGHLAND PARK CVS, L.L.C.",230 S COMET DR.,,"BRAIDWOOD, IL 60408",http://maps.google.com/maps?q=HIGHLAND%20PARK%20CVS%20LLC%2C230%20S%20COMET%20DR.%2C+BRAIDWOOD%2C+IL+60408,IL,60408,DEA,Oct2018,"230 S COMET DR., BRAIDWOOD, IL 60408",41.25958,-88.20774,Will,17197,197,17,Will,Illinois,IL,East North Central
"HIGHLAND PARK CVS, L.L.C.",245 S BROADWAY ST.,,"COAL CITY, IL 60416",http://maps.google.com/maps?q=HIGHLAND%20PARK%20CVS%20LLC%2C245%20S%20BROADWAY%20ST.%2C+COAL%20CITY%2C+IL+60416,IL,60416,DEA,Oct2018,"245 S BROADWAY ST., COAL CITY, IL 60416",41.2846343673,-88.2852206735,Grundy,17063,63,17,Grundy,Illinois,IL,East North Central
"HIGHLAND PARK CVS, L.L.C.",345 MADISON ST.,,"OAK PARK, IL 60302",http://maps.google.com/maps?q=HIGHLAND%20PARK%20CVS%20LLC%2C345%20MADISON%20ST.%2C+OAK%20PARK%2C+IL+60302,IL,60302,DEA,Oct2018,"345 MADISON ST., OAK PARK, IL 60302",41.879699,-87.7836134482,Cook,17031,31,17,Cook,Illinois,IL,East North Central
"HIGHLAND PARK CVS, L.L.C.",3900 WEST ELM ST.,,"MCHENRY, IL 60050",http://maps.google.com/maps?q=HIGHLAND%20PARK%20CVS%20LLC%2C3900%20WEST%20ELM%20ST.%2C+MCHENRY%2C+IL+60050,IL,60050,DEA,Oct2018,"3900 WEST ELM ST., MCHENRY, IL 60050",42.344597,-88.274017,McHenry,17111,111,17,McHenry,Illinois,IL,East North Central
"HIGHLAND PARK CVS, L.L.C.",3951 W. 103RD ST.,,"CHICAGO, IL 60655",http://maps.google.com/maps?q=HIGHLAND%20PARK%20CVS%20LLC%2C3951%20W.%20103RD%20ST.%2C+CHICAGO%2C+IL+60655,IL,60655,DEA,Oct2018,"3951 W. 103RD ST., CHICAGO, IL 60655",41.7053633,-87.7202355913,Cook,17031,31,17,Cook,Illinois,IL,East North Central
"HIGHLAND PARK CVS, L.L.C.",47 S. LOCUST ST.,,"MANTENO, IL 60950",http://maps.google.com/maps?q=HIGHLAND%20PARK%20CVS%20LLC%2C47%20S.%20LOCUST%20ST.%2C+MANTENO%2C+IL+60950,IL,60950,DEA,Oct2018,"47 S. LOCUST ST., MANTENO, IL 60950",41.247673,-87.83336,Kankakee,17091,91,17,Kankakee,Illinois,IL,East North Central
"HIGHLAND PARK CVS, L.L.C.",470 S. TORRENCE AVE.,,"CALUMET CITY, IL 60409",http://maps.google.com/maps?q=HIGHLAND%20PARK%20CVS%20LLC%2C470%20S.%20TORRENCE%20AVE.%2C+CALUMET%20CITY%2C+IL+60409,IL,60409,DEA,Oct2018,"470 S. TORRENCE AVE., CALUMET CITY, IL 60409",41.621502,-87.55915,Cook,17031,31,17,Cook,Illinois,IL,East North Central
"HIGHLAND PARK CVS, L.L.C.","6315 SOUTH PULASKI RD,",,"CHICAGO, IL 60629",http://maps.google.com/maps?q=HIGHLAND%20PARK%20CVS%20LLC%2C6315%20SOUTH%20PULASKI%20RD%2C%2C+CHICAGO%2C+IL+60629,IL,60629,DEA,Oct2018,"6315 SOUTH PULASKI RD,, CHICAGO, IL 60629",41.778507,-87.72275,Cook,17031,31,17,Cook,Illinois,IL,East North Central
"HIGHLAND PARK CVS, L.L.C.",820 N. VERMILION,,"DANVILLE, IL 61832",http://maps.google.com/maps?q=HIGHLAND%20PARK%20CVS%20LLC%2C820%20N.%20VERMILION%2C+DANVILLE%2C+IL+61832,IL,61832,DEA,Oct2018,"820 N. VERMILION, DANVILLE, IL 61832",40.1868207,-87.6288787,Vermilion,17183,183,17,Vermilion,Illinois,IL,East North Central
"HIGHLAND PARK CVS, L.L.C.",8712 SOUTH STONY ISLAND AVE.,,"CHICAGO, IL 60617",http://maps.google.com/maps?q=HIGHLAND%20PARK%20CVS%20LLC%2C8712%20SOUTH%20STONY%20ISLAND%20AVE.%2C+CHICAGO%2C+IL+60617,IL,60617,DEA,Oct2018,"8712 SOUTH STONY ISLAND AVE., CHICAGO, IL 60617",41.73658,-87.58565,Cook,17031,31,17,Cook,Illinois,IL,East North Central
"HOOK-SUPERX, L.L.C.",10 EAST 81ST AVENUE,,"MERRILLVILLE, IN 46410",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C10%20EAST%2081ST%20AVENUE%2C+MERRILLVILLE%2C+IN+46410,IN,46410,DEA,Oct2018,"10 EAST 81ST AVENUE, MERRILLVILLE, IN 46410",41.471073,-87.33784,Lake,18089,89,18,Lake,Indiana,IN,East North Central
"HOOK-SUPERX, L.L.C.",100 NORTH DETROIT ST,,"WARSAW, IN 46580",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C100%20NORTH%20DETROIT%20ST%2C+WARSAW%2C+IN+46580,IN,46580,DEA,Oct2018,"100 NORTH DETROIT ST, WARSAW, IN 46580",41.238201,-85.852692,Kosciusko,18085,85,18,Kosciusko,Indiana,IN,East North Central
"HOOK-SUPERX, L.L.C.",1195 E RIDGE RD,,"GRIFFITH, IN 46319",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C1195%20E%20RIDGE%20RD%2C+GRIFFITH%2C+IN+46319,IN,46319,DEA,Oct2018,"1195 E RIDGE RD, GRIFFITH, IN 46319",41.5496002603,-87.4143850575,Lake,18089,89,18,Lake,Indiana,IN,East North Central
"HOOK-SUPERX, L.L.C.",1301 119TH ST,,"WHITING, IN 46394",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C1301%20119TH%20ST%2C+WHITING%2C+IN+46394,IN,46394,DEA,Oct2018,"1301 119TH ST, WHITING, IN 46394",41.67942,-87.497676,Lake,18089,89,18,Lake,Indiana,IN,East North Central
"HOOK-SUPERX, L.L.C.",1350 BROADWAY ST,,"GARY, IN 46407",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C1350%20BROADWAY%20ST%2C+GARY%2C+IN+46407,IN,46407,DEA,Oct2018,"1350 BROADWAY ST, GARY, IN 46407",41.5893347959,-87.3371217551,Lake,18089,89,18,Lake,Indiana,IN,East North Central
"HOOK-SUPERX, L.L.C.",1407 LINCOLNWAY,,"LAPORTE, IN 46350",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C1407%20LINCOLNWAY%2C+LAPORTE%2C+IN+46350,IN,46350,DEA,Oct2018,"1407 LINCOLNWAY, LAPORTE, IN 46350",41.6079340127,-86.7277730705,LaPorte,18091,91,18,LaPorte,Indiana,IN,East North Central
"HOOK-SUPERX, L.L.C.",1805 CALUMET AVE.,,"VALPARAISO, IN 46383",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C1805%20CALUMET%20AVE.%2C+VALPARAISO%2C+IN+46383,IN,46383,DEA,Oct2018,"1805 CALUMET AVE., VALPARAISO, IN 46383",41.5037683061,-87.0389229184,Porter,18127,127,18,Porter,Indiana,IN,East North Central
"HOOK-SUPERX, L.L.C.",2106 BROADWAY ST,,"EAST CHICAGO, IN 46312",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C2106%20BROADWAY%20ST%2C+EAST%20CHICAGO%2C+IN+46312,IN,46312,DEA,Oct2018,"2106 BROADWAY ST, EAST CHICAGO, IN 46312",41.646282449,-87.4459749388,Lake,18089,89,18,Lake,Indiana,IN,East North Central
"HOOK-SUPERX, L.L.C.",2272 NORTH MAIN ST.,,"CROWNPOINT, IN 46307",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C2272%20NORTH%20MAIN%20ST.%2C+CROWNPOINT%2C+IN+46307,IN,46307,DEA,Oct2018,"2272 NORTH MAIN ST., CROWNPOINT, IN 46307",41.434162,-87.3647,Lake,18089,89,18,Lake,Indiana,IN,East North Central
"HOOK-SUPERX, L.L.C.",2701 EAST 3RD ST.,,"BLOOMINGTON, IN 47401",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C2701%20EAST%203RD%20ST.%2C+BLOOMINGTON%2C+IN+47401,IN,47401,DEA,Oct2018,"2701 EAST 3RD ST., BLOOMINGTON, IN 47401",39.164307,-86.498137,Monroe,18105,105,18,Monroe,Indiana,IN,East North Central
"HOOK-SUPERX, L.L.C.","3240 WILLOWCREEK RD.,",,"PORTAGE, IN 46368",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C3240%20WILLOWCREEK%20RD.%2C%2C+PORTAGE%2C+IN+46368,IN,46368,DEA,Oct2018,"3240 WILLOWCREEK RD.,, PORTAGE, IN 46368",41.5600277509,-87.1828524123,Porter,18127,127,18,Porter,Indiana,IN,East North Central
"HOOK-SUPERX, L.L.C.",3253 FRANKLIN ST.,,"MICHIGAN CITY, IN 46360",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C3253%20FRANKLIN%20ST.%2C+MICHIGAN%20CITY%2C+IN+46360,IN,46360,DEA,Oct2018,"3253 FRANKLIN ST., MICHIGAN CITY, IN 46360",41.693835894,-86.8938873333,LaPorte,18091,91,18,LaPorte,Indiana,IN,East North Central
"HOOK-SUPERX, L.L.C.",3400 N CALUMET AVE,,"VALPARAISO, IN 46383",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C3400%20N%20CALUMET%20AVE%2C+VALPARAISO%2C+IN+46383,IN,46383,DEA,Oct2018,"3400 N CALUMET AVE, VALPARAISO, IN 46383",41.499092,-87.042404,Porter,18127,127,18,Porter,Indiana,IN,East North Central
"HOOK-SUPERX, L.L.C.",512 E. SEYMOUR ST.,,"KENTLAND, IN 47951",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C512%20E.%20SEYMOUR%20ST.%2C+KENTLAND%2C+IN+47951,IN,47951,DEA,Oct2018,"512 E. SEYMOUR ST., KENTLAND, IN 47951",40.767937,-87.441185,Newton,18111,111,18,Newton,Indiana,IN,East North Central
"HOOK-SUPERX, L.L.C.",6445 CALUMET AVE.,,"HAMMOND, IN 46324",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C6445%20CALUMET%20AVE.%2C+HAMMOND%2C+IN+46324,IN,46324,DEA,Oct2018,"6445 CALUMET AVE., HAMMOND, IN 46324",41.5839849,-87.5090115,Lake,18089,89,18,Lake,Indiana,IN,East North Central
"HOOK-SUPERX, L.L.C.",905 POPLAR ST.,,"TERRE HAUTE, IN 47807",http://maps.google.com/maps?q=HOOKSUPERX%20LLC%2C905%20POPLAR%20ST.%2C+TERRE%20HAUTE%2C+IN+47807,IN,47807,DEA,Oct2018,"905 POPLAR ST., TERRE HAUTE, IN 47807",39.4627272,-87.3311618,Vigo,18167,167,18,Vigo,Indiana,IN,East North Central
HUDSON DRUG SHOP,108 N MARKET ST,PO BOX 70,"PAXTON, IL 60957",http://maps.google.com/maps?q=HUDSON%20DRUG%20SHOP%2C108%20N%20MARKET%20ST%2C+PAXTON%2C+IL+60957,IL,60957,DEA,Oct2018,"108 N MARKET ST, PO BOX 70, PAXTON, IL 60957",40.4612482,-88.0975487,Ford,17053,53,17,Ford,Illinois,IL,East North Central
"INTERDEPENDENT PHARMACY, LLC",404 NORTH SEYMOUR AVENUE,,"MUNDELEIN, IL 60060",http://maps.google.com/maps?q=INTERDEPENDENT%20PHARMACY%20LLC%2C404%20NORTH%20SEYMOUR%20AVENUE%2C+MUNDELEIN%2C+IL+60060,IL,60060,DEA,Oct2018,"404 NORTH SEYMOUR AVENUE, MUNDELEIN, IL 60060",42.26973,-88.002556,Lake,17097,97,17,Lake,Illinois,IL,East North Central
J D BROWN & CO,837 PLAINFIELD ROAD,,"JOLIET, IL 60435",http://maps.google.com/maps?q=J%20D%20BROWN%20%20CO%2C837%20PLAINFIELD%20ROAD%2C+JOLIET%2C+IL+60435,IL,60435,DEA,Oct2018,"837 PLAINFIELD ROAD, JOLIET, IL 60435",41.553307,-88.1234197,Will,17197,197,17,Will,Illinois,IL,East North Central
LAKELAND MEDICAL CENTER,31 N SAINT JOSEPH AVE,,"NILES, MI 49120",http://maps.google.com/maps?q=LAKELAND%20MEDICAL%20CENTER%2C31%20N%20SAINT%20JOSEPH%20AVE%2C+NILES%2C+MI+49120,MI,49120,DEA,Oct2018,"31 N SAINT JOSEPH AVE, NILES, MI 49120",41.827908,-86.26135,Berrien,26021,21,26,Berrien,Michigan,MI,East North Central
LAKELAND MEDICAL CENTER ST JOSEPH,1234 NAPIER AVENUE,,"ST JOSEPH, MI 49085",http://maps.google.com/maps?q=LAKELAND%20MEDICAL%20CENTER%20ST%20JOSEPH%2C1234%20NAPIER%20AVENUE%2C+ST%20JOSEPH%2C+MI+49085,MI,49085,DEA,Oct2018,"1234 NAPIER AVENUE, ST JOSEPH, MI 49085",42.090385,-86.478325,Berrien,26021,21,26,Berrien,Michigan,MI,East North Central
LAKELAND PHARMACY SHOPPE,3900 HOLLYWOOD ROAD,,"ST JOSEPH, MI 49085",http://maps.google.com/maps?q=LAKELAND%20PHARMACY%20SHOPPE%2C3900%20HOLLYWOOD%20ROAD%2C+ST%20JOSEPH%2C+MI+49085,MI,49085,DEA,Oct2018,"3900 HOLLYWOOD ROAD, ST JOSEPH, MI 49085",42.04657,-86.45583,Berrien,26021,21,26,Berrien,Michigan,MI,East North Central
LAWNDALE CHRISTIAN HLTH CTR,PHARMACY,3860 WEST OGDEN AVENUE,"CHICAGO, IL 60623",http://maps.google.com/maps?q=LAWNDALE%20CHRISTIAN%20HLTH%20CTR%2CPHARMACY%2C+CHICAGO%2C+IL+60623,IL,60623,DEA,Oct2018,"PHARMACY, 3860 WEST OGDEN AVENUE, CHICAGO, IL 60623",41.852437,-87.722018,Cook,17031,31,17,Cook,Illinois,IL,East North Central
MARTIN'S PHARMACY,926 ERSKINE PLAZA,,"SOUTH BEND, IN 46614",http://maps.google.com/maps?q=MARTINS%20PHARMACY%2C926%20ERSKINE%20PLAZA%2C+SOUTH%20BEND%2C+IN+46614,IN,46614,DEA,Oct2018,"926 ERSKINE PLAZA, SOUTH BEND, IN 46614",41.627163,-86.23799,St. Joseph,18141,141,18,St. Joseph,Indiana,IN,East North Central
MARTIN'S PHARMACY #25,7355 HERITAGE SQUARE DRIVE,,"GRANGER, IN 46530",http://maps.google.com/maps?q=MARTINS%20PHARMACY%2C7355%20HERITAGE%20SQUARE%20DRIVE%2C+GRANGER%2C+IN+46530,IN,46530,DEA,Oct2018,"7355 HERITAGE SQUARE DRIVE, GRANGER, IN 46530",41.727178,-86.1772057,St. Joseph,18141,141,18,St. Joseph,Indiana,IN,East North Central
MARTIN'S PHARMACY #8,525 S. MAYFLOWER RD.,,"SOUTH BEND, IN 46619",http://maps.google.com/maps?q=MARTINS%20PHARMACY%2C525%20S.%20MAYFLOWER%20RD.%2C+SOUTH%20BEND%2C+IN+46619,IN,46619,DEA,Oct2018,"525 S. MAYFLOWER RD., SOUTH BEND, IN 46619",41.6705339,-86.3247329,St. Joseph,18141,141,18,St. Joseph,Indiana,IN,East North Central
"MEDICATION MANAGEMENT PARTNERS, LLC",13601 KENTON AVE,,"CRESTWOOD, IL 60418",http://maps.google.com/maps?q=MEDICATION%20MANAGEMENT%20PARTNERS%20LLC%2C13601%20KENTON%20AVE%2C+CRESTWOOD%2C+IL+60418,IL,60418,DEA,Oct2018,"13601 KENTON AVE, CRESTWOOD, IL 60418",41.644943,-87.7331,Cook,17031,31,17,Cook,Illinois,IL,East North Central
NORTH SHORE PHARMACY,2490 CENTRAL AVENUE,,"LAKE STATION, IN 46405",http://maps.google.com/maps?q=NORTH%20SHORE%20PHARMACY%2C2490%20CENTRAL%20AVENUE%2C+LAKE%20STATION%2C+IN+46405,IN,46405,DEA,Oct2018,"2490 CENTRAL AVENUE, LAKE STATION, IN 46405",41.572063,-87.253475,Lake,18089,89,18,Lake,Indiana,IN,East North Central
NORTHSHORE HEALTH CENTER,3564 SCOTTSDALE ST.,,"PORTAGE, IN 46368",http://maps.google.com/maps?q=NORTHSHORE%20HEALTH%20CENTER%2C3564%20SCOTTSDALE%20ST.%2C+PORTAGE%2C+IN+46368,IN,46368,DEA,Oct2018,"3564 SCOTTSDALE ST., PORTAGE, IN 46368",41.54896,-87.17181,Porter,18127,127,18,Porter,Indiana,IN,East North Central
NORTHWESTERN MEMORIAL HOSP,251 E. HURON,,"CHICAGO, IL 60611",http://maps.google.com/maps?q=NORTHWESTERN%20MEMORIAL%20HOSP%2C251%20E.%20HURON%2C+CHICAGO%2C+IL+60611,IL,60611,DEA,Oct2018,"251 E. HURON, CHICAGO, IL 60611",41.89499,-87.6215,Cook,17031,31,17,Cook,Illinois,IL,East North Central
OSF HEALTHCARE SYSTEM,812 N. LOGAN AVENUE,,"DANVILLE, IL 61832",http://maps.google.com/maps?q=OSF%20HEALTHCARE%20SYSTEM%2C812%20N.%20LOGAN%20AVENUE%2C+DANVILLE%2C+IL+61832,IL,61832,DEA,Oct2018,"812 N. LOGAN AVENUE, DANVILLE, IL 61832",40.13750215,-87.6462122612,Vermilion,17183,183,17,Vermilion,Illinois,IL,East North Central
PAW PAW VILLAGE DRUGS,322 E. MICHIGAN AVENUE,,"PAW PAW, MI 49079",http://maps.google.com/maps?q=PAW%20PAW%20VILLAGE%20DRUGS%2C322%20E.%20MICHIGAN%20AVENUE%2C+PAW%20PAW%2C+MI+49079,MI,49079,DEA,Oct2018,"322 E. MICHIGAN AVENUE, PAW PAW, MI 49079",42.217506,-85.88872,Van Buren,26159,159,26,Van Buren,Michigan,MI,East North Central
PHILS DISCOUNT DRUGS,702 E. LINCOLNWAY,,"LAPORTE, IN 46350",http://maps.google.com/maps?q=PHILS%20DISCOUNT%20DRUGS%2C702%20E.%20LINCOLNWAY%2C+LAPORTE%2C+IN+46350,IN,46350,DEA,Oct2018,"702 E. LINCOLNWAY, LAPORTE, IN 46350",41.6178887,-86.7054873,LaPorte,18091,91,18,LaPorte,Indiana,IN,East North Central
POKAGON BAND OF POTAWATOMI INDIANS,32652 KNO DRIVE,,"DOWAGIAC, MI 49047",http://maps.google.com/maps?q=POKAGON%20BAND%20OF%20POTAWATOMI%20INDIANS%2C32652%20KNO%20DRIVE%2C+DOWAGIAC%2C+MI+49047,MI,49047,DEA,Oct2018,"32652 KNO DRIVE, DOWAGIAC, MI 49047",41.979544,-86.111229,Cass,26027,27,26,Cass,Michigan,MI,East North Central
PRESENCE LIFE CONNECTIONS PHARMACY,670 N CONVENT STREET,,"BOURBONNAIS, IL 60914",http://maps.google.com/maps?q=PRESENCE%20LIFE%20CONNECTIONS%20PHARMACY%2C670%20N%20CONVENT%20STREET%2C+BOURBONNAIS%2C+IL+60914,IL,60914,DEA,Oct2018,"670 N CONVENT STREET, BOURBONNAIS, IL 60914",41.16536,-87.87532,Kankakee,17091,91,17,Kankakee,Illinois,IL,East North Central
PRESENCE RHC SENIOR SERVICES,100 N RIVER ROAD,,"DES PLAINES, IL 60016",http://maps.google.com/maps?q=PRESENCE%20RHC%20SENIOR%20SERVICES%2C100%20N%20RIVER%20ROAD%2C+DES%20PLAINES%2C+IL+60016,IL,60016,DEA,Oct2018,"100 N RIVER ROAD, DES PLAINES, IL 60016",42.05458,-87.88817,Cook,17031,31,17,Cook,Illinois,IL,East North Central
PULASKI MEMORIAL HOSPITAL,616 E 13TH STREET,P O BOX 279,"WINAMAC, IN 46996",http://maps.google.com/maps?q=PULASKI%20MEMORIAL%20HOSPITAL%2C616%20E%2013TH%20STREET%2C+WINAMAC%2C+IN+46996,IN,46996,DEA,Oct2018,"616 E 13TH STREET, P O BOX 279, WINAMAC, IN 46996",41.05765,-86.60481,Pulaski,18131,131,18,Pulaski,Indiana,IN,East North Central
RIVERSIDE FAMILY PHARMACY,350 N WALL STREET,,"KANKAKEE, IL 60901",http://maps.google.com/maps?q=RIVERSIDE%20FAMILY%20PHARMACY%2C350%20N%20WALL%20STREET%2C+KANKAKEE%2C+IL+60901,IL,60901,DEA,Oct2018,"350 N WALL STREET, KANKAKEE, IL 60901",41.12413805,-87.8827333102,Kankakee,17091,91,17,Kankakee,Illinois,IL,East North Central
RUSH UNIVERSITY MEDICAL CTR,ATTN CHIEF PHARMACIST,1653 WEST CONGRESS PARKWAY,"CHICAGO, IL 60612",http://maps.google.com/maps?q=RUSH%20UNIVERSITY%20MEDICAL%20CTR%2CATTN%20CHIEF%20PHARMACIST%2C+CHICAGO%2C+IL+60612,IL,60612,DEA,Oct2018,"ATTN CHIEF PHARMACIST, 1653 WEST CONGRESS PARKWAY, CHICAGO, IL 60612",41.8746131,-87.6719373,Cook,17031,31,17,Cook,Illinois,IL,East North Central
SHAKAMAK HEALTH INC,346 E MAIN ST,,"JASONVILLE, IN 47438",http://maps.google.com/maps?q=SHAKAMAK%20HEALTH%20INC%2C346%20E%20MAIN%20ST%2C+JASONVILLE%2C+IN+47438,IN,47438,DEA,Oct2018,"346 E MAIN ST, JASONVILLE, IN 47438",39.1629433,-87.1923208,Greene,18055,55,18,Greene,Indiana,IN,East North Central
